age,occupation,marital_status,education_level,credit_default,housing_loan,personal_loan,contact_method,last_contact_month,last_contact_day_of_week,last_contact_duration,campaign_contacts,days_since_previous_contact,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3_month_rate,number_employed,subscription_status
60,Retired,Divorced,High School,No,Yes,No,Cellular,7,Friday,55,1,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,143,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
34,Services,Divorced,Basic (9 Years),No,No,No,Cellular,7,Friday,684,1,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
44,Entrepreneur,Divorced,Basic (4 Years),No,No,No,Cellular,7,Friday,170,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
40,Services,Married,University Degree,No,Yes,No,Cellular,7,Friday,131,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
22,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,102,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Admin,Single,High School,No,Yes,No,Cellular,7,Friday,151,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
22,Services,Single,High School,No,Yes,No,Cellular,7,Friday,143,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
56,Technician,Married,Professional Course,No,No,No,Cellular,7,Friday,196,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
52,Housemaid,Married,Basic (4 Years),No,No,No,Cellular,7,Friday,479,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Services,Married,Professional Course,No,Yes,No,Cellular,7,Friday,211,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
52,Housemaid,Married,Basic (4 Years),No,No,No,Cellular,7,Friday,347,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Management,Single,High School,No,No,No,Cellular,7,Friday,128,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
52,Housemaid,Married,Basic (4 Years),No,No,Yes,Cellular,7,Friday,183,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,439,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Blue-collar,Single,Professional Course,No,Yes,No,Cellular,7,Friday,165,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
55,Retired,Married,University Degree,No,Yes,No,Cellular,7,Friday,188,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
28,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,106,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Technician,Married,Basic (9 Years),No,Yes,No,Telephone,7,Friday,321,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Admin,Married,High School,No,Yes,No,Cellular,7,Friday,80,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
43,Blue-collar,Divorced,Basic (4 Years),No,Yes,No,Cellular,7,Friday,1242,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,High School,No,Yes,No,Cellular,7,Friday,45,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
24,Blue-collar,Married,Basic (9 Years),No,No,Yes,Cellular,7,Friday,138,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,132,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
27,Student,Single,High School,No,Yes,No,Cellular,7,Friday,100,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
50,Technician,Divorced,Professional Course,No,No,No,Cellular,7,Friday,318,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,141,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
27,Technician,Married,Basic (9 Years),No,Yes,Yes,Cellular,7,Friday,906,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Single,High School,No,Yes,No,Cellular,7,Friday,72,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
50,Technician,Divorced,Professional Course,No,Yes,No,Telephone,7,Friday,41,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,564,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Admin,Married,High School,No,No,No,Cellular,7,Friday,16,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,306,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Blue-collar,Married,Basic (9 Years),No,No,Yes,Telephone,7,Friday,518,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Admin,Single,University Degree,No,No,No,Telephone,7,Friday,87,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Admin,Single,High School,No,Yes,No,Cellular,7,Friday,130,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Admin,Married,High School,No,No,No,Cellular,7,Friday,98,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,98,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Services,Married,High School,No,Yes,No,Cellular,7,Friday,82,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,7,Friday,188,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
49,Admin,Married,High School,No,Yes,No,Cellular,7,Friday,59,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
27,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Friday,186,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Services,Married,High School,No,No,No,Cellular,7,Friday,1060,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
36,Services,Single,High School,No,Yes,No,Cellular,7,Friday,249,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,60,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
37,Services,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,126,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
55,Retired,Married,University Degree,No,No,No,Cellular,7,Friday,659,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Admin,Married,University Degree,No,Yes,No,Telephone,7,Friday,52,4,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Entrepreneur,Divorced,University Degree,No,No,No,Cellular,7,Friday,222,7,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,7,Friday,112,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,No,Yes,Cellular,7,Friday,173,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,7,Friday,42,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
56,Management,Married,High School,No,Yes,No,Cellular,7,Friday,131,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Services,Single,High School,No,Yes,No,Cellular,7,Friday,455,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,Basic (9 Years),No,Yes,No,Cellular,7,Friday,431,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,7,Friday,286,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,614,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
38,Technician,Married,Professional Course,No,Yes,Yes,Cellular,7,Friday,50,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Blue-collar,Divorced,Basic (9 Years),No,No,Yes,Cellular,7,Friday,83,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,No,Yes,Telephone,7,Friday,117,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,Yes,Yes,Cellular,7,Friday,85,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,7,Friday,256,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Services,Married,Professional Course,No,Yes,Yes,Cellular,7,Friday,348,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
48,Admin,Married,University Degree,No,Yes,Yes,Cellular,7,Friday,154,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Technician,Divorced,Professional Course,No,Yes,Yes,Cellular,7,Friday,71,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Unemployed,Married,University Degree,No,Yes,No,Cellular,7,Friday,47,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Friday,1294,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
37,Technician,Married,Professional Course,No,Yes,No,Cellular,7,Friday,314,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
44,Technician,Single,University Degree,No,No,Yes,Cellular,7,Friday,228,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Services,Married,High School,No,Yes,No,Cellular,7,Friday,123,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
43,Entrepreneur,Divorced,Professional Course,No,No,Yes,Cellular,7,Friday,94,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Admin,Single,High School,No,No,No,Cellular,7,Friday,144,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,330,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Services,Married,Professional Course,No,No,Yes,Cellular,7,Friday,146,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Single,High School,No,Yes,No,Cellular,7,Friday,712,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
49,Admin,Married,High School,No,No,No,Cellular,7,Friday,366,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
50,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Cellular,7,Friday,502,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
40,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Friday,106,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Services,Single,High School,No,Yes,No,Cellular,7,Friday,252,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Friday,251,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Blue-collar,Divorced,Basic (9 Years),No,No,No,Cellular,7,Friday,128,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
27,Services,Single,High School,No,No,No,Cellular,7,Friday,239,8,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
51,Entrepreneur,Divorced,High School,No,No,No,Cellular,7,Friday,347,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Blue-collar,Divorced,Basic (9 Years),No,No,No,Cellular,7,Friday,764,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
54,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,7,Friday,271,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Cellular,7,Friday,970,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,963,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
28,Services,Married,High School,No,No,No,Cellular,7,Friday,64,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
28,Services,Married,High School,No,No,No,Cellular,7,Friday,117,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Blue-collar,Divorced,Basic (9 Years),No,No,Yes,Cellular,7,Friday,706,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Technician,Divorced,University Degree,No,No,Yes,Cellular,7,Friday,241,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Technician,Single,University Degree,No,No,No,Cellular,7,Friday,141,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
34,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,232,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,7,Friday,187,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Technician,Divorced,University Degree,No,Yes,No,Cellular,7,Friday,249,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
25,Student,Single,University Degree,No,No,No,Telephone,7,Friday,178,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
33,Services,Married,High School,No,No,No,Cellular,7,Friday,90,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
25,Unemployed,Married,University Degree,No,No,No,Telephone,7,Friday,176,15,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,7,Friday,255,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Friday,324,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Services,Married,Basic (9 Years),No,Yes,No,Cellular,7,Friday,1389,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Married,High School,No,No,No,Cellular,7,Friday,213,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Services,Single,High School,No,Yes,No,Cellular,7,Friday,80,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
40,Technician,Single,Professional Course,No,Yes,Yes,Cellular,7,Friday,919,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
38,Technician,Single,University Degree,No,Yes,No,Cellular,7,Friday,210,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
50,Admin,Divorced,Basic (9 Years),No,No,No,Cellular,7,Friday,452,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
40,Technician,Single,Professional Course,No,No,No,Cellular,7,Friday,260,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
58,Admin,Divorced,High School,No,No,No,Cellular,7,Friday,666,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
55,Admin,Married,University Degree,No,No,Yes,Telephone,7,Friday,498,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,No,No,Cellular,7,Friday,344,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Technician,Divorced,University Degree,No,No,No,Cellular,7,Friday,221,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
27,Housemaid,Married,High School,No,Yes,No,Cellular,7,Friday,189,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Friday,184,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
36,Services,Single,High School,No,No,No,Cellular,7,Friday,70,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Unemployed,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,154,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
28,Housemaid,Married,High School,No,No,No,Cellular,7,Friday,271,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,No,No,Cellular,7,Friday,159,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Self-employed,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,134,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
36,Blue-collar,Single,High School,No,No,No,Telephone,7,Friday,470,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
52,Technician,Married,Professional Course,No,No,No,Cellular,7,Friday,221,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,No,No,Cellular,7,Friday,1164,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Admin,Married,High School,No,Yes,No,Cellular,7,Friday,595,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
36,Services,Single,High School,No,No,No,Cellular,7,Friday,254,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Friday,207,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
22,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,7,Friday,143,5,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,Yes,Yes,Cellular,7,Friday,69,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
28,Admin,Single,University Degree,No,No,Yes,Cellular,7,Friday,94,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
37,Admin,Single,University Degree,No,Yes,No,Cellular,7,Friday,271,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,7,Friday,396,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,Yes,No,Cellular,7,Friday,71,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Friday,145,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
42,Management,Divorced,University Degree,No,Yes,No,Cellular,7,Friday,215,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Services,Single,High School,No,Yes,No,Cellular,7,Friday,94,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Technician,Married,Basic (9 Years),No,No,No,Cellular,7,Friday,271,5,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Self-employed,Divorced,Professional Course,No,No,No,Cellular,7,Friday,911,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
35,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,7,Friday,165,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
35,Admin,Single,High School,No,Yes,No,Cellular,7,Friday,196,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Telephone,7,Friday,437,7,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
41,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,1180,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,7,Friday,103,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
30,Admin,Married,University Degree,No,No,No,Cellular,7,Friday,128,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
25,Unemployed,Married,University Degree,No,No,No,Telephone,7,Friday,328,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
32,Blue-collar,Divorced,Professional Course,No,No,No,Cellular,7,Friday,261,13,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
31,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Friday,119,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
36,Blue-collar,Single,High School,No,No,No,Cellular,7,Friday,425,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
52,Technician,Married,Professional Course,No,No,Yes,Cellular,7,Friday,163,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
25,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Friday,773,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,7,Friday,822,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
37,Admin,Single,University Degree,No,No,No,Cellular,7,Friday,188,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
43,Technician,Divorced,Basic (9 Years),No,No,No,Cellular,7,Friday,853,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
28,Admin,Married,Professional Course,No,No,No,Cellular,7,Friday,549,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
36,Blue-collar,Single,High School,No,No,No,Cellular,7,Friday,172,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
22,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,7,Friday,161,4,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
26,Admin,Single,High School,No,No,No,Cellular,7,Friday,1310,2,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,Yes
25,Technician,Single,Professional Course,No,Yes,No,Cellular,7,Friday,1187,3,999,0,Non-existent,1.4,93.918,-42.7,4.963,5228.1,No
29,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,7,Monday,135,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Services,Married,High School,No,Yes,Yes,Cellular,7,Monday,151,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Technician,Married,Professional Course,No,Yes,Yes,Cellular,7,Monday,324,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Admin,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,77,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
45,Unemployed,Married,University Degree,No,Yes,No,Cellular,7,Monday,122,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,7,Monday,51,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,246,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,330,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,104,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Admin,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,114,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,125,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,No,Telephone,7,Monday,236,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Admin,Single,University Degree,No,No,No,Cellular,7,Monday,79,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,65,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Married,University Degree,No,Yes,Yes,Telephone,7,Monday,216,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Technician,Married,High School,No,No,No,Cellular,7,Monday,114,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
57,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,7,Monday,324,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Entrepreneur,Married,University Degree,No,No,No,Cellular,7,Monday,68,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
24,Self-employed,Single,Professional Course,No,Yes,No,Cellular,7,Monday,61,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
39,Technician,Divorced,University Degree,No,No,No,Cellular,7,Monday,179,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Admin,Single,University Degree,No,Yes,No,Cellular,7,Monday,243,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Technician,Single,University Degree,No,Yes,No,Cellular,7,Monday,90,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,7,Monday,611,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
43,Admin,Married,High School,No,No,No,Cellular,7,Monday,41,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Admin,Single,Basic (9 Years),No,No,No,Cellular,7,Monday,221,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Divorced,High School,No,Yes,No,Cellular,7,Monday,329,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,96,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Technician,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,227,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Blue-collar,Married,Basic (9 Years),No,No,Yes,Cellular,7,Monday,102,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Unemployed,Single,University Degree,No,Yes,No,Telephone,7,Monday,158,7,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
45,Blue-collar,Divorced,Basic (9 Years),No,No,Yes,Cellular,7,Monday,194,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,285,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Married,High School,No,Yes,No,Cellular,7,Monday,231,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
39,Blue-collar,Single,High School,No,Yes,Yes,Cellular,7,Monday,276,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Services,Single,High School,No,No,No,Cellular,7,Monday,505,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
